x,y,z,labels
15.070884,5.625524,10.246277,14
14.497302,9.035727,10.31277,10
15.697607,5.814487,11.091475,6
13.853759,7.474994,10.818685,4
15.144101,9.016294,11.127688,-1
15.373485,7.927854,11.666295,-1
14.485647,9.664843,10.930342,9
14.470995,7.709262,8.8404,5
14.374332,6.734733,12.039722,1
14.918209,8.691918,11.887191,8
16.44083,7.873836,11.535523,15
14.431898,7.973006,10.31476,-1
15.963835,7.971173,10.9241495,18
15.197645,9.172202,10.86611,-1
15.280714,7.7196403,11.232597,16
14.630421,8.40899,10.354984,-1
13.901293,7.5109496,10.769951,4
15.925003,7.517854,11.003747,-1
16.411379,8.1180105,9.826666,11
16.003515,7.296338,10.963588,16
13.908954,7.998011,10.461375,4
15.464097,8.717678,9.782351,-1
15.038005,5.3442564,12.358257,13
14.394038,9.1304035,11.256462,9
14.623471,8.644604,10.206845,-1
15.430515,7.087086,11.334775,-1
14.095371,7.1663055,10.254874,-1
14.040089,7.7517657,10.339308,4
14.531451,5.5551763,10.1933365,14
14.70345,6.9370084,9.181769,5
15.913301,8.78716,11.124122,18
16.165144,8.033543,11.694936,15
15.801032,8.917438,11.146222,18
15.607145,9.22519,10.747323,18
15.693681,8.551717,11.596141,-1
14.635712,5.5865417,10.145849,14
15.00401,5.7161155,10.754119,14
14.9274025,5.5550947,11.916409,13
15.91557,8.983042,11.052138,18
15.895888,8.317263,10.785933,18
16.245321,8.318924,9.766938,11
14.617545,9.174637,10.423536,10
14.274096,8.983957,9.686515,-1
15.495271,9.230148,10.762849,18
14.847978,8.418265,10.706588,-1
15.752252,7.476937,10.530781,-1
13.851443,6.4208064,11.33214,2
14.526279,9.555155,10.509026,-1
13.870998,7.7001114,10.099394,-1
13.925081,7.437364,10.822834,4
14.8302765,7.8470454,9.518216,-1
15.46752,7.939247,11.347795,16
15.228025,7.127503,11.479031,-1
15.25947,9.42356,11.241072,-1
16.330442,7.929819,11.643811,15
14.349666,5.506233,10.21756,14
15.119025,7.487296,9.435906,-1
15.116532,5.370065,12.311842,13
14.502823,9.151738,11.407797,9
15.68479,8.485429,11.61737,-1
14.88331,8.387833,10.723474,-1
15.79316,8.96905,11.390216,18
14.852024,5.847139,10.807163,-1
14.677017,5.173457,10.635735,14
14.502595,8.135556,9.0648775,5
14.8479595,5.47755,10.957128,-1
13.75908,8.01779,10.784481,-1
15.3087225,9.285379,11.611357,7
14.847525,7.5508423,11.314082,-1
15.054728,5.2933064,12.368763,13
13.889028,7.4473147,11.11625,4
13.959704,7.999268,10.251101,4
14.924615,8.671739,11.247806,8
15.172192,9.121498,11.826673,-1
14.909475,5.4828777,11.780705,13
14.730308,7.832918,9.056359,5
15.049783,6.5466447,10.986319,-1
13.649134,5.916222,9.834996,12
16.466002,7.9311314,11.592442,15
14.663704,7.554235,9.879497,-1
15.246529,9.1041765,10.889368,-1
14.875369,7.75054,11.483142,-1
14.496511,9.663342,11.010568,9
15.149351,9.529757,10.46513,17
14.43745,6.0022645,11.614581,13
16.081514,6.9608107,11.176013,-1
14.115313,6.091656,11.040742,-1
15.635972,6.1217685,10.668488,6
15.100472,7.238999,10.49422,-1
14.874363,8.699615,9.060057,-1
13.239006,7.5353208,11.315788,-1
15.4346075,8.168399,10.751171,-1
15.269739,9.584957,10.279638,17
13.840948,7.612448,9.018025,-1
16.082714,6.792429,11.088158,-1
14.449742,5.4684186,10.347985,14
14.38574,7.954227,9.010622,5
13.8138485,5.824817,9.622717,12
14.813758,8.167019,9.658777,-1
15.376409,6.7661304,9.70873,-1
14.51204,6.917079,10.154217,-1
14.967738,5.7497354,12.186056,13
16.394289,7.8335667,11.643569,15
15.1673765,9.225612,10.597849,-1
14.932453,8.765872,9.127301,-1
16.043108,8.511392,9.707227,11
14.200477,8.924231,10.166241,10
13.193736,8.225333,11.198131,0
14.875251,8.629516,11.852952,8
15.058061,5.245142,12.400695,13
13.906123,9.176987,10.952834,9
14.9581585,8.306715,9.717708,3
15.375232,5.8508806,11.921745,-1
15.688532,9.060978,11.065069,18
14.644236,7.360337,9.030488,5
14.091177,7.4618516,10.849399,4
16.078796,6.755378,10.748957,-1
14.911271,5.604422,10.546858,14
14.221043,6.7342687,12.082523,1
15.148658,5.7650566,10.987523,-1
14.370643,6.086899,11.650125,13
15.004199,5.5437336,10.528962,14
15.372014,9.414498,10.089431,17
14.411186,8.107439,9.282292,5
14.021121,8.276641,9.388392,-1
14.411486,6.651412,11.554682,-1
14.123076,6.7179112,12.006208,1
14.348002,6.0617285,9.73736,-1
14.189461,6.5208907,11.910009,1
16.259192,8.383186,9.893036,11
13.6802,8.422843,11.435031,-1
14.046583,6.9555244,10.220312,-1
14.802549,8.587292,9.061614,-1
14.676362,6.382945,11.751691,-1
14.746829,8.506364,9.050075,-1
15.148418,5.4522414,12.211102,13
14.984039,6.093699,9.994214,-1
15.271816,9.579487,10.312525,17
16.04973,6.76803,10.740732,-1
14.244522,6.2385764,10.979063,-1
16.144516,8.518998,10.293525,11
15.218732,7.1615615,11.374862,16
15.3363,8.188687,11.009504,-1
14.651754,6.015247,9.68129,14
15.734702,8.404124,10.977963,18
14.323906,6.730819,12.112034,1
15.081911,5.501058,12.131905,13
14.44131,6.6863747,11.937962,1
15.184195,7.194548,10.219039,6
14.473597,7.856551,11.60222,-1
15.151572,9.604241,10.479541,17
14.369787,6.777392,12.076173,1
15.850351,8.071289,10.861496,18
16.129488,8.416005,10.770293,-1
13.981546,7.848794,9.029862,5
14.098845,9.248114,10.146522,10
14.339633,8.107976,9.263499,5
14.253931,7.756936,11.7097845,-1
15.301534,9.567023,10.32652,17
14.671988,5.7362323,10.783779,14
15.794468,7.7804084,11.580958,-1
16.418247,8.201737,11.3803625,15
15.136518,7.1512284,11.501861,-1
15.202282,7.7985296,11.401622,-1
15.363961,7.9291444,11.740619,-1
15.3658905,8.829144,10.722182,-1
14.8016,5.9791923,10.599298,-1
14.485498,6.782248,10.70375,-1
14.430735,7.712346,8.77084,5
14.621523,6.00879,9.71652,14
15.974461,8.615402,9.96014,11
14.027666,6.542123,11.806244,-1
14.62394,8.4629345,11.178223,-1
14.21146,7.7394342,11.6381645,-1
14.151828,9.394051,11.176799,9
14.222263,5.985322,11.929728,-1
15.656829,5.94342,11.028862,6
15.092433,6.891161,10.334122,6
13.689156,6.6854243,11.456315,2
14.903671,5.310437,10.308218,14
15.559976,5.8619328,10.907126,6
13.774564,5.7971225,9.634361,12
15.575784,8.591305,11.673857,-1
14.790885,5.3056006,10.576826,14
13.95116,6.8579698,10.420636,4
14.0096,7.47619,11.636861,-1
14.961493,8.674981,9.1585,-1
15.010165,9.60268,10.555943,-1
14.563676,9.550999,10.675215,9
14.245741,7.1368723,12.079332,-1
15.510959,9.24656,11.161774,-1
15.438726,9.298469,9.849718,-1
15.047074,5.418397,10.563208,14
15.583061,8.976255,10.979325,18
15.517129,7.1138487,9.411014,-1
15.971644,7.8663883,10.739543,-1
16.094124,8.117419,11.427482,15
15.199481,6.6522727,10.629216,6
13.911495,6.8078246,10.4129505,-1
15.77336,7.646583,11.454465,-1
16.02369,8.862873,11.250421,18
14.118011,9.403779,11.154422,9
15.992246,6.6671634,10.610355,-1
15.217496,7.912462,9.7142935,-1
13.780648,5.979021,10.236557,-1
14.336479,6.898897,9.454021,5
14.329747,8.331473,9.101076,5
13.901995,7.6673894,8.972825,-1
14.807589,6.942596,10.708727,-1
15.872496,7.7895474,11.421061,-1
15.718372,7.4175453,11.251848,16
15.56447,9.150129,10.845796,18
14.342263,5.9301944,11.318267,13
15.456517,6.320723,10.193865,6
14.720655,7.2482514,9.293568,5
16.019802,8.245352,10.1357975,11
14.7235775,7.547041,9.723136,-1
14.173243,7.1564465,10.863882,4
15.643246,8.886863,11.48064,-1
14.056638,6.016613,10.748803,-1
16.11658,8.52593,9.956626,11
15.562757,6.513081,10.267257,6
15.494067,8.799129,11.181367,-1
15.7386675,7.021031,9.36451,-1
14.772869,8.522322,11.8568325,8
14.741329,9.284502,10.750791,-1
15.848943,8.561176,10.836048,18
14.2750635,7.333099,9.972503,-1
14.115874,9.3950815,11.179702,9
15.007623,5.3443074,10.266428,14
14.183717,6.2529907,11.887303,-1
14.902554,5.2586493,10.367022,14
15.04161,7.5716453,9.396577,-1
14.802516,9.63811,10.929528,9
14.961878,7.09998,9.215992,-1
15.745939,7.1133647,9.376472,-1
14.599799,8.70519,9.789684,-1
14.101242,7.7881966,11.539767,-1
14.709184,9.301384,10.25963,-1
15.602978,5.965425,11.053366,6
15.890931,8.255799,10.591619,-1
14.331648,8.278583,9.046425,5
15.125004,8.395209,10.976481,-1
14.585754,8.621826,10.155448,-1
15.038169,7.6194034,11.286769,-1
15.815768,8.985042,10.905538,18
14.865702,7.8253613,9.268834,-1
15.176304,6.8315973,10.897331,-1
14.308138,6.8075757,9.440698,5
15.6008,6.0800576,11.2398815,6
13.951041,7.6855106,8.971226,-1
14.636784,8.565297,9.942522,-1
13.836822,8.439504,11.490618,-1
14.063601,9.250632,10.392723,-1
14.846142,7.19553,10.384893,-1
16.09646,8.514596,9.789429,11
13.294138,8.104484,11.2926035,0
14.944745,5.6147456,11.912467,13
15.6006155,7.7809258,11.136655,-1
14.605415,8.878537,10.645511,-1
14.071012,5.867322,9.976129,-1
16.395401,8.135308,9.792994,11
15.294401,9.521712,10.229702,17
15.997567,7.128406,11.017459,16
13.959506,7.3060026,10.758957,4
14.499668,6.080169,11.792436,-1
15.963145,7.8509283,11.146169,-1
14.123569,5.8809056,9.894719,-1
14.3450985,6.672432,12.092416,1
14.727118,5.3810344,11.082602,-1
14.419012,5.39196,10.6737995,14
14.307812,7.3470945,9.842701,-1
14.994937,5.577419,10.198038,14
15.97576,8.6985445,11.354142,-1
14.549152,5.6692767,10.518766,14
14.209929,9.382002,11.103594,9
14.505528,7.977719,8.84401,5
14.725645,5.5470486,10.53413,14
15.864794,8.867264,11.146133,18
14.193257,9.191005,9.9292755,-1
15.246007,6.3297997,10.640832,6
15.829069,8.336092,10.785486,18
15.129172,9.135416,11.799552,7
14.956804,5.441604,12.347007,13
15.249441,7.3514285,10.111759,-1
16.357317,8.4099455,11.201984,-1
15.220981,5.710146,10.750747,-1
14.029613,5.8885393,9.783533,12
14.689579,8.867692,10.7338915,-1
14.309622,8.150781,9.022301,5
13.934672,7.702979,8.971985,-1
15.566929,8.520779,11.707504,-1
14.456546,7.8404646,9.118538,5
14.175377,7.548091,10.756443,4
13.841396,5.785135,9.633386,12
14.996058,5.877165,10.228829,14
15.765856,8.9634075,10.969577,18
14.368252,5.868018,10.906981,-1
14.319979,6.43895,10.573197,-1
14.497169,6.1152153,9.996514,-1
14.478141,6.165112,10.123624,-1
15.623657,7.577729,11.387976,-1
15.493632,6.2599273,10.452416,6
13.794664,6.738956,11.365807,2
15.280306,6.721844,10.974342,-1
13.867955,5.9511056,10.108994,12
15.047435,5.4256277,10.6414385,14
14.815289,8.121207,11.756234,-1
15.217892,7.166558,10.193449,-1
15.295214,8.60116,10.694143,-1
14.343947,7.795826,8.849386,5
15.626786,8.032284,11.65935,-1
15.098381,7.020356,11.206252,-1
14.25851,5.8457875,10.827474,13
13.161046,8.217776,11.301787,0
15.82796,6.3146105,10.928625,6
14.580699,7.138805,9.130996,5
14.842031,9.472874,10.389476,-1
15.372671,7.4694767,9.773963,-1
13.943457,7.886174,10.394644,4
15.730288,8.437342,11.065457,18
16.051632,6.9231505,11.005139,16
15.14395,5.285234,12.351566,13
15.051136,5.356917,12.23354,13
14.735467,8.375797,11.059938,-1
14.657229,5.201149,10.639809,14
16.026962,6.761697,10.67537,-1
15.470908,6.126244,10.4577,6
15.15192,8.789446,11.156806,-1
14.969489,5.5309258,11.869693,13
14.691166,9.309788,11.099901,9
13.923389,9.175639,10.897663,9
14.52878,8.142717,9.022351,5
14.346373,9.034868,11.288935,-1
14.06532,7.007742,11.379109,-1
15.582579,7.2894206,9.537125,-1
15.326874,5.96345,11.3046,-1
16.324772,7.636063,10.133948,-1
15.008054,5.7348275,11.678684,13
15.117572,7.0543447,10.748695,-1
14.516167,9.041252,10.081733,10
14.708729,8.930133,10.274421,10
14.125922,7.025708,9.352946,-1
15.089431,5.3765907,12.298019,13
14.6421995,5.842486,11.463868,13
14.295915,5.688849,10.8567095,-1
14.374285,6.8924103,12.103037,1
13.78246,8.610911,11.233563,-1
15.423756,6.0684357,10.485483,6
15.614746,8.922533,10.786216,18
15.379265,6.156543,10.5639105,6
15.968196,6.889882,11.165657,-1
15.783241,8.152609,10.969594,18
15.255311,9.561098,10.478282,17
14.54089,9.12833,11.352374,9
13.984825,6.4145713,11.669087,2
16.160648,8.460589,9.919952,11
16.36876,8.328162,9.94161,11
13.40505,6.20368,9.756313,-1
15.403899,7.431995,11.39434,16
14.771196,5.7965775,11.733741,13
15.231265,9.564908,10.315929,17
14.253882,6.2610846,10.477023,-1
14.439437,5.887859,10.984848,13
14.599908,8.136477,9.047494,5
16.396708,8.255163,9.873078,11
14.3332405,5.9638314,11.346326,-1
14.583226,5.791322,11.508545,13
13.823084,6.206055,11.188864,-1
15.283745,5.7122774,12.007381,13
14.414544,9.23612,11.157381,9
14.743326,8.651397,11.841362,8
15.240082,9.587389,10.438674,17
15.203465,9.556817,10.469753,17
13.848679,7.3724804,11.054305,4
13.671472,6.705254,11.518282,2
16.340504,7.9755397,10.08354,-1
16.151999,8.485283,10.183821,11
14.697067,6.7863917,12.030447,-1
13.734215,6.6318274,11.492892,2
15.591976,6.2553544,11.110136,6
13.755809,6.610163,11.489464,2
15.956161,8.77709,11.4612875,-1
15.434041,9.347281,10.537841,17
14.566645,7.4311533,9.093812,5
14.214249,8.215198,10.046071,-1
15.394757,8.334911,11.7519245,-1
14.556064,5.924364,11.010596,-1
15.538038,8.010769,11.62777,16
15.438151,7.0327926,10.603964,-1
16.260063,7.850953,11.759141,15
14.445565,8.079752,8.998887,5
14.149257,9.342892,11.219839,9
14.671959,7.6322865,11.478784,-1
14.456631,6.946043,11.40706,-1
15.912786,7.4407964,9.679425,-1
15.544026,8.098407,11.389304,-1
14.729864,7.4412937,9.0871935,5
14.277142,5.740536,10.825976,-1
14.694354,5.1724977,10.656287,14
15.181086,5.6884136,10.301229,-1
15.605132,6.6030912,10.267485,-1
15.608934,8.404258,9.297817,-1
13.229802,8.254436,11.005142,0
15.321524,5.9610705,10.539518,6
15.433966,7.1742344,9.363131,-1
15.018231,5.406721,12.3880005,13
15.015652,5.4073644,10.613003,14
15.222968,9.030019,10.491721,-1
13.445062,6.1112633,9.674064,12
14.7326765,6.6151786,11.510179,-1
14.73914,7.428743,9.126276,5
14.370144,7.8546853,9.034543,5
16.055902,8.565334,9.781104,11
16.41846,8.115455,11.431143,15
14.678914,7.531341,9.465095,5
14.631708,7.1704974,9.267569,5
15.275095,8.375478,9.156936,-1
15.66279,8.49212,10.938326,18
16.26518,7.9790635,11.674313,15
15.358594,8.640259,9.724184,-1
14.675418,7.7270355,9.37202,5
13.828438,6.1310463,9.636865,12
13.929775,7.4876256,10.526774,4
15.127838,9.412337,10.075806,-1
15.051158,9.244576,11.244399,7
14.779907,5.4289517,10.874935,14
14.877307,5.6722016,10.066179,14
13.47256,6.1035686,9.768121,12
14.145042,6.549095,10.542763,-1
15.140372,6.84592,10.155314,6
15.686155,6.503448,10.549303,-1
15.168699,9.448267,10.051832,17
14.286563,7.3356524,10.8738,4
15.036495,8.34458,9.771879,3
15.6625,5.871315,11.039997,6
15.780285,8.717344,10.92988,18
13.210243,8.22966,11.220878,0
15.475557,8.182803,11.63499,-1
15.480138,8.694598,9.806139,-1
15.40392,8.685006,11.380834,-1
14.326797,5.9474983,11.284711,-1
14.436669,6.5675554,10.004886,5
15.295312,8.518256,9.150167,-1
16.283138,8.444225,9.8989105,11
15.534492,6.230185,10.427853,6
15.154857,7.4831915,11.226255,-1
14.600135,7.19856,10.597027,-1
15.722263,8.378296,11.085544,18
13.11952,8.188842,11.319519,0
13.705291,5.906333,9.887386,12
14.066663,5.937297,10.094631,-1
15.291891,7.1012363,11.411118,-1
13.888306,6.6112537,10.371995,-1
15.623354,6.0643115,11.09465,6
13.7683115,5.8749394,9.785931,12
15.175002,6.3520455,10.845007,-1
15.310251,6.3975687,10.542915,6
15.594706,6.7595234,10.9532385,-1
15.269408,7.5372763,11.281856,-1
15.092011,5.3067055,12.326863,13
15.612694,9.125625,10.869994,18
14.199604,6.9669294,10.765274,-1
15.045863,8.264744,9.736454,3
15.819929,6.306679,10.942703,6
15.505046,6.7213135,9.709425,-1
14.460081,7.7651086,8.767364,5
15.143372,7.588603,9.82236,-1
13.146407,8.092016,11.321102,0
13.948978,8.101901,10.258339,4
14.3588705,8.1258135,10.45588,-1
15.138459,8.186026,10.4668255,-1
15.802356,8.989494,10.917394,18
14.111817,9.3365135,11.105907,9
13.164636,7.8163543,11.37036,0
16.233719,7.5992546,10.341431,-1
16.342783,8.006389,11.591107,15
15.296991,6.849388,10.317801,6
15.489477,6.305935,10.395557,6
15.686632,6.2568817,11.164853,6
15.851382,8.285637,9.671846,11
13.1822405,7.752706,11.312891,0
14.077298,7.228692,11.299553,-1
14.204483,7.11775,10.758304,4
15.334447,5.71538,11.985592,-1
14.715044,6.8956885,10.021316,-1
13.9484005,6.6299214,11.389395,2
15.355749,9.231239,11.613491,7
15.661084,6.534565,11.438823,-1
14.854319,5.3784776,10.3413315,14
14.428985,7.3811707,10.776118,4
16.20612,8.111967,11.449036,15
15.002594,5.527932,11.855986,13
15.675509,8.705365,11.558441,18
14.587848,9.581164,10.859517,9
14.024371,6.7986026,10.597198,-1
15.068289,5.304554,12.372299,13
14.585519,6.98599,9.058746,5
14.44985,7.6288643,9.096322,5
14.393481,6.8538976,9.541661,5
14.978493,5.4236155,12.261015,13
15.535244,8.436589,11.0365505,-1
14.614106,7.7509117,9.403011,-1
15.655536,8.739541,11.157271,18
15.414203,6.6233974,9.893611,-1
14.231882,6.8930135,9.447895,5
15.193311,6.6736255,10.004791,-1
14.29599,6.846382,9.792374,5
14.849623,7.2152767,9.651779,-1
14.090419,7.2022276,10.562763,4
14.134817,5.580943,10.135493,-1
14.201836,7.1484156,10.594143,4
14.745464,6.5451765,11.102003,-1
15.863395,7.538611,10.738512,-1
14.62714,6.15862,11.590958,-1
13.949321,7.910964,10.453979,4
14.150405,7.5485435,11.601142,-1
13.918777,5.942928,10.090248,12
14.802763,9.235429,11.470841,-1
15.618156,7.136425,9.425663,-1
16.612885,8.101042,11.155609,-1
15.661354,9.115246,11.169334,18
13.911114,7.655719,9.024159,-1
14.736107,7.004189,10.596648,-1
16.155184,8.568254,10.765428,-1
15.597223,5.9403877,11.051345,6
14.070025,8.243352,9.801141,-1
14.278688,5.575513,10.396903,14
16.00771,7.882174,10.663001,-1
15.590681,6.1149383,11.125823,6
15.923905,7.8268476,10.756026,-1
14.862522,7.5464053,11.04406,-1
15.530826,6.6751037,9.719626,-1
14.297381,6.2519193,9.6447735,-1
14.4964485,9.082385,10.281079,10
14.537242,9.479776,11.351002,9
15.129732,7.051863,11.386442,-1
15.430203,7.2597566,9.489947,-1
13.790639,6.53304,11.465804,2
15.294277,9.414934,11.511243,7
15.519908,8.592225,11.473977,18
15.815599,8.362054,10.85923,18
13.770101,6.4096174,11.3883095,2
15.295964,7.18152,9.462581,-1
15.513228,7.147391,10.5729,-1
14.30069,6.7874103,10.0592,5
14.198111,6.0364065,11.813786,-1
14.721641,6.084976,9.70132,-1
15.604937,8.955762,10.774973,18
15.328494,6.9787035,10.227622,-1
15.419213,7.324414,10.945826,-1
15.50766,6.576601,9.955806,-1
15.015914,5.566235,11.8589945,13
13.982286,7.741395,8.984664,-1
13.348572,6.270111,9.641181,-1
14.492818,8.920622,10.827249,9
14.798715,6.8983345,10.738899,-1
13.630665,8.848263,11.143732,-1
15.408517,8.322739,9.693013,-1
14.905311,8.464024,10.939878,-1
14.640373,5.205981,10.666429,14
13.319672,8.220644,11.115171,0
14.906174,6.7329235,9.896362,-1
15.549563,5.9919457,11.136731,6
14.367908,6.550275,10.835936,-1
14.711004,5.2659373,10.589675,14
14.0770235,6.8716927,10.198436,-1
14.140806,5.772862,10.718277,-1
16.190935,7.956048,11.081745,-1
14.70943,8.853325,10.231995,-1
14.1785965,8.9687395,10.091181,10
14.940832,8.252512,9.704066,3
15.09246,5.2696977,12.38404,13
15.821178,8.266617,9.72627,11
15.190644,6.2633085,10.715366,-1
14.801041,9.074575,9.850752,-1
13.89718,8.521135,11.432835,-1
14.894129,8.55079,9.046255,-1
13.214631,8.260317,11.2101965,0
14.201891,7.101538,9.385473,-1
14.553029,6.4967356,9.965339,-1
15.196711,7.4650846,11.347428,16
15.871054,7.9780006,11.133734,-1
14.628248,6.01447,9.708763,14
14.398286,7.754148,8.964421,5
16.339983,8.345173,9.947359,11
14.249022,7.974195,9.116417,5
15.632784,6.2179437,11.330319,6
15.966462,7.922273,11.578346,15
14.593334,9.4489765,10.703843,9
14.487484,7.622778,10.253318,-1
15.64665,6.0479,11.029163,6
14.032457,8.255454,9.354226,-1
14.112525,8.127128,10.829069,-1
16.505304,7.9284444,11.527039,15
15.661182,6.022443,11.096725,6
14.194431,6.3177667,10.852573,-1
14.320253,6.712342,12.086816,1
14.279306,6.902417,9.456298,5
15.673989,5.927611,11.009056,6
14.331681,6.102745,9.816951,-1
14.058984,7.700615,8.940361,5
14.294751,6.745456,12.108967,1
15.110356,6.658392,10.357324,-1
15.282804,8.362286,9.135972,-1
16.140997,8.493691,9.855956,11
14.351044,6.7740555,12.055106,1
16.341265,7.92495,10.183002,-1
13.873883,7.393773,11.008586,4
15.001623,5.422545,10.544773,14
15.512709,8.0234995,11.598874,-1
14.4581995,5.936357,11.703127,13
14.473662,6.706288,11.960913,1
14.367982,8.470071,10.098269,-1
16.3864,8.276212,9.873661,11
15.521908,8.047962,11.391885,-1
14.317734,6.725051,12.091847,1
16.53645,8.147824,11.219948,-1
14.934781,5.473582,12.37678,13
15.752675,8.194569,11.342515,-1
13.537195,6.223154,9.660392,12
14.253761,7.3867025,10.940826,4
15.773544,8.34952,9.644604,-1
14.090483,9.246364,10.152524,10
14.410809,7.43202,10.884826,-1
14.2258835,7.0896654,12.042531,-1
16.178347,8.538817,10.281566,11
15.907086,8.468217,10.467772,11
14.899305,7.789194,10.875822,-1
16.133211,8.266,10.110455,11
14.380345,6.7094836,12.154622,1
14.26582,6.7280793,12.081626,1
15.188245,9.453883,10.520284,17
15.227994,8.356274,9.143382,-1
14.522169,6.0645895,11.665287,13
15.086437,6.3016934,11.640916,-1
13.87119,6.458163,11.556566,2
14.267177,7.2901926,9.595065,-1
13.315665,7.649884,11.48684,-1
15.746846,7.2266326,10.94275,16
16.015059,8.4035425,9.877119,11
16.267857,7.138503,11.051431,-1
16.074629,6.879412,11.07356,16
14.928459,6.7897096,9.60407,-1
15.141785,8.157373,10.983866,-1
15.078023,5.2981896,12.362244,13
14.892343,9.195779,11.514559,-1
14.279144,5.454697,10.68977,-1
14.905966,8.153758,10.6778755,-1
15.389075,6.468151,10.011308,-1
14.382802,7.206671,9.845344,-1
14.286458,7.082715,10.933457,4
15.593678,6.1388626,10.678705,6
13.6913395,7.589508,10.840116,4
15.295489,6.2424235,10.765723,6
15.401611,6.314879,11.39579,-1
15.304557,8.200374,10.461701,-1
13.521516,6.0367727,9.681082,12
14.5405655,6.8090987,9.407587,5
14.865884,8.783779,9.142848,-1
14.902745,8.769517,9.107467,-1
15.116207,5.461124,12.192431,13
14.174262,5.551303,10.234007,-1
14.715622,5.261438,10.565769,14
14.115022,7.5320005,11.641104,-1
14.864961,5.8278217,10.268897,14
15.369658,9.28316,11.59608,7
15.70912,7.12699,11.214633,-1
14.285366,9.030109,10.753132,-1
14.63789,8.853406,11.081464,-1
14.979943,5.4186234,10.386955,14
14.36669,7.6377683,10.107186,-1
15.386655,9.122272,10.845438,18
14.465839,6.330205,9.984912,-1
14.711987,7.7201457,8.999853,5
14.521383,7.733096,8.863238,5
15.486373,8.105528,10.640291,-1
16.244839,7.2618947,11.174401,-1
14.741385,8.939682,10.731405,-1
14.667273,7.073305,9.249055,5
15.890033,8.230675,10.766745,18
14.300039,6.753026,12.102593,1
14.802993,6.820549,10.5371685,-1
15.678947,9.0349455,9.798547,-1
15.642392,7.7954626,11.03894,-1
14.135767,6.8955603,11.446623,-1
14.272582,7.6947303,11.6725445,-1
16.13562,8.173902,11.550828,15
14.880864,6.6225104,10.461904,-1
13.644734,5.9252124,9.675543,12
15.483561,9.176163,9.749734,-1
16.370876,8.35738,10.868754,-1
14.990368,8.226803,10.725131,-1
13.5009985,6.105083,9.624035,12
14.247434,6.8159223,10.167948,5
14.210573,6.9987364,9.411582,5
